Headline,Actual Tag,Predicted Tag
"ખુશખબર! જરૂરિયાતની 33 વસ્તુ થઈ સસ્તી, સરકારે GST દરમાં કર્યો ઘટાડો, શું થયું સસ્તુ?",Business,Business
લાંબી રાહ જોયા બાદ એટીએમ શરૂ થતાં લોકોએ હાશકારો અનુભવ્યો,Business,Business
"જીયોની વધુ એક સિધ્ધિ, ગ્રાહકોના રેકોર્ડ બાદ સ્પીડમાં ફાસ્ટ",Business,Business
'એક્સ ગર્લફ્રેન્ડ' માધુરીને કારણે 'ટોટલ ધમાલ'થી દૂર થયો સંજય દત્ત?,Entertainment,Entertainment
આ કારને એકવાર ચાર્જ કર્યા પછી ચાલશે 540 કિમી,Tech,Tech
"VIDEO: ભોજપુરી ફિલ્મના આ ગીતે મચાવી ધૂમ, 18 કલાકમાં મળ્યા 18 લાખ views",Entertainment,Entertainment
"'સિમ્બા' ટ્રેલર લોન્ચિંગમાં સ્ટાર્સ પહોચ્યા, લગ્ન બાદ પહેલી વખત કામે આવ્યો રણવીર",Entertainment,Entertainment
"ટીવી, ફ્રિજ, સેટેલાઇટ ફોન, કૉફી મશીનથી સજ્જ છે આ કાર, જુઓ તસવીર",Tech,Tech
"ગૌરી ખાને દિવાળીની પાઠવી શુભેચ્છા, જોવા મળ્યો સુહાનાનો સુપર હોટ અંદાજ",Entertainment,Entertainment
"Amazon અને Flipkartને મોટો ઝટકો, આજથી ભારે ડિસ્કાઉન્ટ નહીં આપી શકે!",Business,Business
"સોની બજારમાં સોપો : વેપારીઓ કેમ કરી રહ્યા છે વિરોધ? શું છે હકીકત, જાણો",Business,Business
"આઝાદી બાદ રાજ્યમાં પહેલી વાર મીઠા પર પાંચ ટકાનો વેટ, અગરિયાઓની હાલત બનશે કફોડી",Business,Business
20 વર્ષની આ યુવતીએ12 કર્મચારીઓ સાથે ઊભી કરી 6 હજાર કરોડની કંપની,Business,Business
"કાળાનાણા આવી રીતે થઇ શકે છે સફેદ!, 200 ટકા પેનલ્ટીમાંથી બચી શકવાની છે એકમાત્ર તક!",Business,Business
ત્રણ-ત્રણ લગ્ન કરી ચુકેલા એક્ટરને કારણે આજ સુધી કુવારો છે સલમાન ખાન,Entertainment,Entertainment
"'ખબર ન્હોતી કે આટલા ખરાબ લોકો હોય છે,' નેહા કક્કડે વ્યક્ત કર્યું દુઃખ",Entertainment,Entertainment
હવે તમારા સ્માર્ટફોનથી આવી રીતે ચેક કરો તમારું PF બેલેન્સ,Business,Tech
"એક સાથે ખરાબ થઇ રણબીર-દીપિકાની તબિયત, કેન્સલ કર્યો આ શો",Entertainment,Entertainment
પ્રિયંકા ચોપડાએ બોયફ્રેન્ડ સાથે સગાઈ કરી લીધી? ડિરેક્ટર અલી અબ્બાસે આપી હિન્ટ,Entertainment,Entertainment
હવે રિઆલીટી શોને જજ કરશે બોલિવૂડની આ હોટ એકટ્રેસ,Entertainment,Entertainment
Video: Laughter queen ભારતી કેમ આટલું બધું રડી રહી છે?,Entertainment,Entertainment
"હોન્ડાએ ભારતમાં નવી ન્યૂ હોન્ડા CR-V કરી લોન્ચ, જુઓ શાનદાર લૂક",Tech,Tech
ભાવનગરથી જમ્મુ જવા માટે હવે મહિનામાં બે વાર મળશે સીધી ટ્રેન!,Business,Business
"'ક્યોકી સાસ..'ને થયા 18 વર્ષ, ટીમે કરી રીયૂનિયન પાર્ટી",Entertainment,Entertainment
"1994માં આજના દિવસે જ મિસ યૂનિવર્સ બની હતી સુષ્મિતા, જાણો તેનુ ગાઉન કોણે ડિઝાઈન કર્યું હતું",Entertainment,Entertainment
"2018માં થઇ રહ્યાં છે 4  મોટા લગ્ન, શું રણબીર-આલિયા પણ લેશે ફેરા?",Entertainment,Entertainment
"રજનીકાંતની પુત્રી સૌંદર્યાનું પ્રી-વેડિંગ રિસેપ્શન, તસવીરો",Entertainment,Entertainment
2 લાખથી વધુના નાણાકીય વ્યવહાર માટે પેન નંબર ફરજીયાત,Business,Tech
"'કેદારનાથ'ના પ્રમોશનમાં નીકળી સારા અલી ખાન, જુઓ ખૂબસુરત તસવીર",Entertainment,Entertainment
આજે દીપિકા અને રણવીરનું બેંગ્લુરુની લીલા પેલેસ હોટલમાં ભવ્ય રિસેપ્શન,Entertainment,Entertainment
શૅરબજારમાં આ શૅરો ખરીદવાથી 6-8 મહિનામાં સારું વળતર મળી શકે છે,Business,Tech
"નવા વર્ષ પહેલા Airtelની ભેટ, માત્ર 76 રુપિયામાં મળશે ટૉકટાઇમ સહિત ડેટા",Tech,Tech
"જેકલીન પર ભારે પડ્યો 'મોહિની' અવતાર, દર્શકોએ આવી રીતે કાઢ્યો ગુસ્સો",Entertainment,Business
"આજથી બદલાઈ ગઈ 4 વસ્તુ! બેન્કથી લઈ રેલ્વે, તમારા ખીસ્સા પર પડશે અસર",Business,Business
"એક સાથે બે લોકો કરી શકશે Appleના આ વળી શકે તેવા ફોનનો ઉપયોગ, જુઓ - ડિઝાઈન",Tech,Tech
"ફોર્બ્સ ટોપ 100 યાદીમાં ભારતના માત્ર બે અરબપતિ, બિલ ગેટ્સ નંબર વન",Business,Business
Maha Shivratri : આ એક્ટર્સને અસલી શિવની જેમ પૂજતા'તા ચાહકો,Entertainment,Entertainment
"ફેશન શોમાં કરિનાનો ગોલ્ડન અવતાર, જોઇને દિલ ખુશ થઇ જશે",Entertainment,Entertainment
સરકારી કર્મચારી આનંદો! સરકારે મોંઘવારી ભથ્થામાં 3 ટકા વધારો કરવાનો લીધો નિર્ણય,Business,Business
દીપિકાની પૂજા વિધીમાં કેળનાં પાંદડા પર પરંપરાગત ઢબે જમ્યા મહેમાન,Entertainment,Entertainment
એક એપ્રિલ સુધીમાં આ કામ નહીં કરો તો તમારું PAN કાર્ડ રદબાતલ થઈ જશે,Business,Business
સંસ્કારી ગોપી વહુનો સેક્સી લૂક જોયો તમે!,Entertainment,Entertainment
"'નાના પાટેકરની એક ડાર્ક સાઇડ પણ છે,' ડિમ્પલ કાપડિયાનો વીડિયો વાયરલ",Entertainment,Entertainment
હવે એર ઇન્ડિયાની 100 ટકા ભાગીદારી વેચવાનું વિચારી રહી છે સરકાર,Business,Business
"'પૈસા યે પૈસા' સોંગ પર માધુરીની 'ટોટલ ધમાલ', અજય-અનિલ થયા ઘાયલ",Entertainment,Entertainment
"સપ્ટેમ્બરમાં થશે આ ત્રણ મોટા બદલાવ, જાણો તમારા ખિસ્સા પર શુ થશે અસર",Business,Business
નેહા કક્કડની બાથરૂમ તસવીરો સોશિયલ મીડિયા પર થઇ વાઇરલ,Entertainment,Entertainment
"કાર્ડથી પેમેન્ટ કરતા વખતે આપવો પડશે આ નંબર, RBI એ જાહેર કર્યો નિયમ",Business,Business
"પહેલી ઓકટોબરથી થશે ત્રણ મોટા બદલાવ, તમારા ખીસ્સા પર થશે આ અસર",Business,Business
"સેન્સેક્સમાં 351 પૉઇન્ટનું ગાબડું, નિફ્ટી 10130ની પાસે",Business,Business
"PNB કૌભાંડ પછી RBIનું મોટું પગલું, બેંકો પર લગાવ્યો આવો પ્રતિબંધ",Business,Business
આ કંપનીમાં બોસ કરતા વધારે કમાય છે કર્મચારી,Tech,Business
જલ્દી કરો! સસ્તો થઇ ગયો સેમસંગનો આ સ્માર્ટફોન,Tech,Tech
ભારતીય અર્થતંત્ર ખૂબ જ મજબૂત અને સુધારાના પંથે છે: CII,Business,Business
"નીરવ મોદી સામે EDની કાર્યવાહી, થાઇલેન્ડમાં સીલ કરી 13 કરોડની સંપત્તિ",Business,Business
આ ક્રિકેટર માટે ધડકે છે 'નેશનલ ક્રશ' પ્રિયા પ્રકાશનું દિલ,Entertainment,Entertainment
મલ્ટી ટેલેન્ટેડ આ એકટ્રેસના બોલ્ડ ફોટાએ મચાવી સનસનાટી,Entertainment,Entertainment
"5 Online બિઝનેસ આઇડિયા, જેમાં છે ઓછું રોકાણ અને વધુ નફો",Business,Business
"GOOD NEWS: મોદી સરકારે PPF, NSC અને નાની બચત યોજનાનાં વ્યાજ દર વધાર્યા",Business,Business
કેવી લૉન લેશો ? ફિક્સડ(Fixed) કે ફ્લોટિંગ(Floting) રેટવાળી,Business,Tech
ટીવીની આ હોટ એક્ટ્રેસનો ફરી એકવાર જોવા મળ્યો બોલ્ડ અવતાર,Entertainment,Entertainment
"Hondaની કાર્સ પર 1 લાખ રૂપિયા સુધીની ઓફર, જાણો અહીં",Tech,Business
મિનિમમ બેલેન્સ ન રાખવા પર બેન્કોએ ગ્રાહકો પાસેથી 5000 કરોડ રૂપિયા વસુલ્યા,Business,Business
"સેમસંગના આ સ્માર્ટફોન પર મળી રહી છે ભારે છૂટ, જાણો ક્યાંથી ખરીદશો",Tech,Tech
"પૈસા કમાવવા માટે ક્યાંય જવાની જરૂર નથી, ઘરે બેઠા જૂના કપડા વેચી થઈ જાઓ માલામાલ!",Business,Business
Flipkartની આ નવી સુવિધાથી ક્રેડિટ કાર્ડ વગર પણ કરી શકશો ખરીદી,Tech,Business
રજનીકાંત ઇફેક્ટ: રિલીઝ પહેલાં જ '2.0'એ કરી 370 કરોડની કમાણી,Entertainment,Entertainment
"નીરવ મોદીનો વધુ એક ગોટાળો, PNBને લગાવ્યો રૂ. 1322 કરોડનો ચૂનો",Business,Business
"Airport pics: અમેરિકાથી એકલી જ પરત ફરી પ્રિયંકા, નિક ન આવ્યો સાથે",Entertainment,Entertainment
"વરૂણ ધવને 'અક્ટુબર' ગર્લ સાથે કરી પાર્ટી, જુઓ Pics",Entertainment,Entertainment
હેકર્સે ભારતના 13 VVIPsના iphoneમાંથી ચોર્યો પર્સનલ ડેટા,Tech,Tech
VIDEO: પ્રિયંકા અને નિક સિંગાપોરમાં પાર્ટી કરતાં આવ્યા નજર,Entertainment,Entertainment
Flipkartને ખરીદશે Walmart! 65-78 હજાર કરોડમાં થઈ શકે છે ડીલ,Business,Tech
"હવે ગૂગલ Play Store ઉપર સરળ થશે આ કામ કરવું, અપડેટ થયું નવું ફિચર",Tech,Tech
લાખો લોકોનાં જનધન ખાતાં બંધ થઈ શકે છેઃ RBIનો નિર્દેશ,Business,Business
"આ દેશોમાં મળે છે સૌથી સસ્તું પેટ્રોલ, ભાવ જાણીને લાગશે નવાઇ",Business,Business
અમદાવાદ મનપા 36 કરોડના ખર્ચે નખત્રાણામાં પાવર પ્રોજેક્ટ નાખશે,Business,Tech
PHOTOS : ના પ્રિયંકા કે ના કેટરીના આ છે ભોજપુરીની સૌથી હોટ એક્ટ્રેસ,Entertainment,Entertainment
"USમાં ઊંચા વ્યાજદર, વ્યાપાર મુદ્દાઓથી ભારતમાંથી મૂડીપ્રવાહ બહાર જઈ શકે છે: S & P",Business,Business
"Jeep Compass ખરીદવાની તક, મળી રહ્યું છે 1.2 લાખ રુપિયાનું ડિસ્કાઉન્ટ",Tech,Tech
"સલમાનના ભાઇની EX ગર્લફ્રેન્ડ ઇન્સ્ટાગ્રામ પર છવાઇ, શેર કરી બોલ્ડ તસવીરો",Entertainment,Entertainment
"કર્ણાટક પરિણામઃ શેરબજારમાં તેજી, સેન્સેક્સ 400થી વધારે પોઇન્ટ ઉછળ્યો",Business,Business
ગીતકાર જાવેદ અખ્તરે કહ્યુ: ગાયોની કતલ વિશે બોલનાર મૌલવીની ધરપકડ કરો,Entertainment,Entertainment
"First Look: 'તાનાજી'માં આવું હશે અજય દેવગણનું કેરેક્ટર, જુઓ તસવીરો",Entertainment,Entertainment
લોકેશન સેટિંગ ઓફ કરવા છતાં પણ તમારા દરેક પગલાં પર નજર રાખે છે ગૂગલ,Tech,Tech
#YEARENDER : 2018માં Google પર સૌથી વધુ સર્ચ કરવામાં આવ્યાં આ સ્ટાર્સને,Entertainment,Tech
"jio યૂઝર્સને પાંચ વર્ષ સુધી મળશે આ ફ્રી સર્વિસ, નહીં આપવો પડે એક પણ રુપિયો",Tech,Tech
"SBIએ શરૂ કરી સેવા, હવે ફેસબુક-ટ્વિટરથી પણ મોકલી શકશો પૈસા!",Business,Tech
"હવે ઘર અપાવશે તમને પેંશન, SBI સહિત અન્ય બેંકોએ શરૂ કરી નવી સ્કીમ",Business,Business
"'ડૉ. હાથી'નો પાર્થિવદેહ પંચમહાભૂતમાં વિલીન, 'તારક મહેતા'ની ટીમ રહી હાજર",Entertainment,Entertainment
Republic Day 2019: સલમાનથી લઇને વિક્કી સુધીની સ્ટાર્સે પાઠવી શુભેચ્છા,Entertainment,Entertainment
"સંજય દત્તની બાયોપિકમાં કોણ બનશે સલમાન, માધુરી અને માન્યતા, જોઇ લો તમે જ",Entertainment,Entertainment
"દિશા પટનીએ બિયોન્સને આપ્યું ટ્રિબ્યૂટ, વીડિયો વાયરલ",Entertainment,Entertainment
Suzukiનું આ નવું Hayabusa તમને લેવા માટે કરશે આકર્ષિત,Tech,Tech
"પ્રિયંકા ચોપરાએ રોહિગ્યા રેફ્યુજી કેમ્પનાં બાળકો સાથે વિતાવ્યો સમય, શેર કરી તસવીરો",Entertainment,Entertainment
"રેસલરે ફટકાર્યા બાદ રાખી બોલી, 'તનુશ્રીએ આ બધું કરાવ્યું છે, હું તેને છોડીશ નહીં'",Entertainment,Entertainment
SBI એ કેમ કહ્યું સોશિયલ મીડિયાથી દૂર રહો અને યાદ રાખો આ નંબર?,Business,Tech
"સલમાનની અરજી કોર્ટે કરી મંજૂર, 17 દિવસ માટે જઇ શકશે વિદેશ",Entertainment,Business
આ સિંગરને ડેટ કરવા માગે છે શાહરૂખની પુત્રી સુહાના ખાન,Entertainment,Entertainment
"કૃષિ લોન માટે આ રીતે કરો એપ્લાય, આ છે પૂરી પ્રોસેસ",Business,Business
"દમદાર બેટરી સાથે લોન્ચ થશે સેમસંગ Galaxy M30, જાણો ફિચર્સ",Tech,Tech
VIDEO VIRAL: ફ્લાઇટનાં વોશરૂમમાં રાખી સાવંતે કરી આ હરકત,Entertainment,Entertainment
"સ્ટેચ્યૂ ઓફ યૂનિટીની લીધી 'તારક મહેતા..'ની ટીમે મુલાકાત, બન્યો ખાસ રેકોર્ડ",Entertainment,Business
ભારતીય મૂળના સુંદર પિચાઇ બન્યા Googleના નવા CEO,Business,Tech
"માધુરી દીક્ષિતનાં તાલથી તાલ મીલાવશે આલિયા ભટ્ટ, સાથે કરશે ડાન્સ",Entertainment,Entertainment
લેટેસ્ટ ફોટોશૂટમાં ભૂમી પેડનેકરનો કાતિલ લૂક મચાવી રહ્યો છે ધમાલ,Entertainment,Entertainment
Juicy Link-Up: રણબિર સાથે લગ્ન અંગે ખુલીને બોલી આલિયા ભટ્ટ,Entertainment,Entertainment
ભારતમાં થઇ સૌથી મોટી ઇ-કોમર્સ ડીલઃ Walmartએ લાખ કરોડમાં Flipkartને ખરીદી,Business,Business
ટીવીની 'સંસ્કારી વહુ' બિકિની બેબ બની ઇન્ટરનેટ પર છવાઇ ગઇ!,Entertainment,Entertainment
RBIનાં ગવર્નર સંસદીય સમિતિ સામે થયા હાજર,Business,Entertainment
હવે યુઝર્સ ફોનમાં નેટવર્ક વગર પણ કરી શકશે Call,Tech,Tech
એકથી વધુ PPF એકાઉન્ટ ખોલી ફસાઇ ગયા? આ રીતે બચો!,Business,Business
"ટીવીની સંસ્કારી 'ગોપી વહુ' બની હોટ બેબ, બિકિની તસવીર કરી શેર",Entertainment,Entertainment
"મેક્સિકોનાં બિચ પર સની લિયોનની પતિ સાથે મસ્તી, જુઓ તસવીરો",Entertainment,Entertainment
"આ વ્યક્તિ સાથે લગ્ન કરશે રાખી સાવંત, શેર કર્યું વેડિંગકાર્ડ અને વર્જિનીટી સર્ટી",Entertainment,Entertainment
"હવે સલમાન ખાને લીધો વધુ એક નિર્ણય, જાણીને ચોંકી જશો તમે",Entertainment,Entertainment
"કેન્દ્ર સરકાર કરશે નોકરી માટે ભરતી, જોવો વીડિયો",Business,Business
શું તમને ખબર છે કે તમારા WhatsAppમાંથી આ 'Stickers' દૂર થઇ ગયા છે?,Tech,Tech
SBI ગ્રાહકો સાવધાન! જો મળે આવો મેસેજ તો ભૂલથી પણ ન કરતાં આવી MISTAKE,Business,Business
"આ જગ્યાએ કરો Investment, થશે ફાયદો જ ફાયદો",Business,Business
"માતા-પિતાના આધારથી લિંક કરો 5 વર્ષથી નાની ઉંમરના બાળકોનું આધાર કાર્ડ, આ છે રીત",Tech,Business
આ આઇડિયાના દમ પર એક વર્ષમાં ઉભી કરી 20 કરોડની કંપની,Business,Business
"રણબીરે SANJU ફિલ્મનો ખાસ વીડિયો શેર કરી આપી સરપ્રાઇઝ, તમે જોયો ?",Entertainment,Business
"OnePlusએ લોન્ચ કર્યો નવો OnePlus6, આ તારીખથી શરૂ થશે વેચાણ",Tech,Tech
"સંજૂથી નારાજ થયા ડૉન અબૂ સલેમ, ફિલ્મ નિર્મતાઓને મોકલી લીગલ નોટિસ",Entertainment,Entertainment
"whatsapp ડિલીટ કરી રહ્યું છે આ યૂઝર્સના એકાઉન્ટ, શું તમે તો નથી ને સામેલ?",Tech,Tech
"આ ઓફરમાં મળી રહી છે 9 રુપિયામાં દાળ, 18 રુપિયામાં સોજી",Business,Business
jio આપશે 3 મહિના માટે મફત અનલિમિટેડ 4G નેટ અને ફોન કોલ્સ!,Business,Tech
"2019ની નવી ઓડી R8 થશે લોન્ચ,  જુઓ કેવો હશે લૂક્સ",Tech,Tech
ICICI બેંક સાથે મળીને JIO પોતાના ગ્રાહકોને આપી રહી છે આ ખાસ ઓફર,Tech,Business
ડેટા લીક થતાં રોકવા facebookએ અટકાવ્યું આ ફીચર,Tech,Tech
"નેનો આવી નવા રૂપરંગમાં, ઓટોમેટિક કાર હવે સસ્તી કિંમતમાં",Business,Tech
"દક્ષિણ ગુજરાતના ખેડૂતોને વધુ એક ફટકો, શેરડીના ઉત્પાદન પર ટેક્ષનો બોજ વધારો",Business,Business
સરકારી બેંકોનાં 74% ATMમાં છેતરપિંડીનું જોખમઃ રિઝર્વ બેંક,Business,Business
"લગ્નનાં બંધને બંધાયા આકાશ અંબાણી અને શ્લોકા મહેતા, જુઓ લગ્નની તસવીરો",Entertainment,Entertainment
માર્ક ઝકરબર્ગે ચાલતા ચાલતા ખરીદ્યું હતું વોટ્સએપ !,Tech,Business
ALERT!  શું તમારુ WhatsApp Chat તો નથી થઇ રહ્યું ને ગાયબ!,Tech,Tech
"શૅરબજારમાં તેજી, નિફ્ટી 10400ની ઉપર",Business,Business
"ઘરે બેઠા મળી શકે છે સસ્તી ડુંગળી, બસ આટલું કરવું પડશે કામ",Business,Business
આ ફોટામાં એવું શું છે કે જેના કારણે નિશાના પર આવી શ્રદ્ધા કપૂર?,Entertainment,Entertainment
હોટ ગર્લફ્રેન્ડ ગેબ્રિએલા સાથે જોવા મળ્યો અર્જુન રામપાલ,Entertainment,Entertainment
એક ફોનમાં ચલાવવાં છે બે WhatsApp એકાઉન્ટ તો આ છે રીત,Tech,Tech
Revealed : પત્ની ગૌરી ખાનના હાથની આ ડિશનો દિવાનો છે શાહરૂખ,Entertainment,Entertainment
વીડિયોમાં જુઓ આકાશ અંબાણી અને શ્લોકાની પ્રી-એન્ગેજમેન્ટ સેરેમની,Entertainment,Business
"'ઈઝ ઓફ ડૂઈંગ બિઝનેસ'માં આંધ્ર પ્રદેશ ટોપ પર, જાણો ગુજરાતની રેન્કિંગ",Business,Business
"આ છે દેશનું સૌથી સસ્તુ બાઈક, 1 લીટરમાં ચાલે છે 90 કિલોમીટર",Tech,Tech
"હવે દીપિકા પાદુકોણે રડતાં રડતાં જણાવી આપવીતી, Video Viral",Entertainment,Entertainment
"છાશવારે કપડાં ઉતારી નાખે છે આ અભિનેત્રી, અનેકવાર થઈ ચૂકી છે નગ્ન",Entertainment,Entertainment
WhatsAppએ આ 7 સેવાને સંપૂર્ણ પણે કરી દીધી  ખતમ,Tech,Tech
શું ટૂંક સમયમાં પોતાનાં સંબંધો જગજાહેર કરશે અર્જુન મલાઇકા?,Entertainment,Entertainment
"24 ફેબ્રુઆરીએ યોજાશે 91મી ઑસ્કાર સેરેમની, ભારતે આસામી ફિલ્મ મોકલી હતી",Entertainment,Entertainment
"Bigg Boss-12માં ભારતીને દરેક વીકમાં મળશે આટલા લાખ, પતિ હર્ષને ફક્ત અડધી રકમ",Entertainment,Entertainment
બ્લેકમની જાહેર નહીં કરનારાઓને પસ્તાવું પડશે,Business,Business
"સામે આવી રણવિર-દીપિકાના લગ્નની તસવીર, લગ્નમંડપમાં જુઓ બંનેનો અંદાજ",Entertainment,Entertainment
"માસી કરિશ્મા કપૂર સાથે ફરવા નીકળ્યો તૈમુર, જુઓ ક્યૂટ તસવીર",Entertainment,Entertainment
"શેરબજારમાં ભારે કડાકો, જોવો Video",Business,Business
"જ્યાં જ્યાં ગયા પ્રભુ શ્રીરામ, તે સ્થળના દર્શન કરાવશે આ ટ્રેન, જાણો ટિકિટનો ખર્ચ",Business,Business
"બસ કેશબેકથી ઘર ચલાવે છે આ વ્યક્તિ, દર મહિને કરે છે હજારોની કમાણી",Business,Business
...તો શું બંધ થઈ જશે ટેલિકોમ કંપની BSNL,Business,Business
મોબાઇલ નંબરની જેમ હવે બહુ જલદી મળશે બેંક એકાઉન્ટ પોર્ટેબિલિટીની સુવિધા,Business,Tech
"Lakme Fashion Week: લાલ લિબાસમાં સુષ્મિતા સેનનો જલવો, જુઓ તસવીર",Entertainment,Entertainment
"દબંગ-3થી નવી હીરોઈન લોન્ચ કરશે સલમાન ખાન, જાણો કોણ છે?",Entertainment,Entertainment
Happy Bday: સલમાનની મોટા ભાગની કારનો નંબર 2727 જ કેમ?,Entertainment,Business
"SBIની સુરક્ષા સિસ્ટમમાં ચૂક, લાખો ગ્રાહકોનો ડેટા લીક થઈ શકે!",Business,Business
"અમેરિકામાં પ્રિયંકાએ બહેન પરિણીતી સાથે મનાવી બેચલર પાર્ટી, જુઓ તસવીરો",Entertainment,Entertainment
સામાન્ય માણસ માટે ખુશખબર! 35 રૂપિયા સસ્તો થયો ગેસ સિલેન્ડર,Business,Business
એક નહિં પરંતુ અનેક 'લૂઝર' કંગના સાથે કરી ચૂક્યા છે બ્રેકઅપ!,Entertainment,Entertainment
"10 વર્ષ જેલમાં રહ્યા બાદ બહાર આવ્યો, અને માત્ર 2 વર્ષમાં બની ગયો કરોડપતિ",Business,Business
"મોદી સરકારની જાહેરાત બાદ આ 8 બેન્કોમાં બમ્પર નોકરી, 10% અનામતનો મળશે લાભ",Business,Business
"WhatsAppનું નવું ફિચર્સ, ડિલીટ ફાઇલને ફરીથી કરી શકશો ડાઉનલોડ",Tech,Tech
બોલિવૂડના પ્રખ્યાત સિંગર નીતિન બાલીનું રોડ અકસ્માતમાં મોત,Entertainment,Entertainment
"આકાશ-શ્લોકાના લગ્નની ખુશીમાં મશગૂલ અંબાણી પરિવાર, જુઓ - તસવીર",Entertainment,Entertainment
ઉર્જિત પટેલ પર જેટલી બોલ્યા- 'સરકારે નહોતું માંગ્યું તેમનું રાજીનામું',Business,Business
"Naagin 3: માહિર આ હસીના સાથે કરશે ત્રીજા લગ્ન, બેલાના શું થશે હાલ?",Entertainment,Entertainment
"લગ્ન પહેલાં જ ગર્ભવતી બની હતી નેહા, તાત્કાલિક કરવા પડ્યાં હતાં લગ્ન",Entertainment,Entertainment
"BSNL યૂઝર્સ થશે 4Gમાં અપગ્રેડ, આ રીતે મળશે Data બિલકુલ ફ્રી",Tech,Tech
વર્ષો જૂની રણબિર-કેટની બીચ તસવીર અંગે સલમાને કર્યો નવો જ ખુલાસો,Entertainment,Entertainment
કયો સ્માર્ટફોન તમારા વ્યક્તિત્વ સાથે બંધ બેસે છે ?,Tech,Business
"RBI ગવર્નરે PM મોદી સામે આપ્યા બે પ્રેઝન્ટેશન, સરકારને લીધા આવા નિર્ણયો",Business,Business
જો તમે પણ ચીટ ફન્ડમાં પૈસા રોક્યા હોય તો જાણો મૂંઝવતા તમામ સવાલોના જવાબ,Business,Business
"સનીએ દિકરી સાથેની તસવીર શેર કરીને લખ્યો ઇમોશનલ મેસેજ, જાણો શું છે",Entertainment,Entertainment
મહેન્દ્ર સિંહ ધોનીનું બાઇક કલેકશન જોઇને ચોંકી જશો,Tech,Entertainment
"મહેમાનો પહોંચ્યા અંબાણી પરિવારના ઘરે, જગમગી ઉઠ્યું એન્ટિલિયા",Entertainment,Entertainment
"499માં ખરીદો હેર ડ્રાયર અને સ્ટ્રેટનર, અહીં મળી રહ્યું છે 80% સુધીનું ડિસ્કાઉન્ટ",Business,Business
"ભારતમાં લોન્ચ થઇ Lamborghini સુપરકાર, કોકપીટ જોઇને ઉડી જશે હોશ",Tech,Tech
"Big Bને પહેલી ફિલ્મ માટે મળ્યો હતો રૂ. 5 હજારનો ચેક, જુઓ SRKનો ખાસ ઇન્ટરવ્યૂ",Entertainment,Business
રૂપિયાનું અવમૂલ્યન રોકવા માટે પીએમ મોદી ઉઠાવી શકે કે આ ત્રણ મોટા પગલાં!,Business,Business
"મોદી સરકારની Gift, માત્ર રૂ. 55 મહિને લગાવવાથી દર મહિને મળશે રૂ. 3000 પેન્શન",Business,Business
સત્યમેવ જયતે: વર્તમાન સમયમાં ભારતને એક 'વીર'ની જરૂરત!,Entertainment,Entertainment
શેર બજારમાં તેજી : સેન્સેક્સે 24 હજાર અને નિફ્ટીએ 7300ની સપાટી વટાવી,Business,Business
"HDFC BANKના ખાતાધારકોને આનંદો, આપને મળશે ખાસ ગિફ્ટ",Business,Business
મોદી પર આક્ષેપ- અર્થવ્યવસ્થાને બગાડવામાં પીએમ એકલા જ જવાબદાર,Business,Business
ખુશખબરી! આવતા 10 દિવસો પેટ્રોલ-ડીઝલ નહીં થાય મોંઘા,Business,Business
"WhatsAppમાં આવશે નવું વોઇસ મેસેજ ફિચર, આ રીતે કરશે કામ",Tech,Tech
"માત્ર 19 રૂપિયામાં મળી રહી છે 54 દિવસની વેલિડિટી, જાણો કઇ કંપનીએ રજૂ કર્યો પ્લાન",Tech,Tech
ગુજરાતીઓનો ડંકો: ચીનનાં હુઇ કા યાનને પછાડી એશિયાનાં સૌથી ધનિક વ્યક્તિ બન્યા મુકેશ અંબાણી,Business,Business
"સિક્કાથી પણ સ્લિમ છે આ TV, 22 ફેબ્રુઆરીથી ફ્લીપકાર્ટ પર મળશે",Tech,Business
Deals of the Day: 500 રૂપિયાની ઘડિયાળ માત્ર 133 રૂપિયામાં ખરીદો,Tech,Business
"આઇએએસ અધિકારી મિહિર પટેલ પાસે 8.5કરોડની મિલકત, સરકારે જાહેર કર્યા આંકડા",Business,Business
"OMG! હવે તમારા કપડાંથી ચાર્જ થશે ફોન, જાણો કેવી રીતે કરશે કામ",Tech,Tech
"CM, અમારૂ નહી પણ ભાભીજીનું તો સાંભળો : શિવસેનાનો ચાબખો",Business,Entertainment
"1 માર્ચથી જીવનમાં થશે આ બદલાવ, જાણી લો નહીંતો થશે નુકશાન",Business,Business
"આ સ્માર્ટ ટીવી પર મળી રહ્યું છે જબરદસ્ત કેશબેક, આકર્ષક EMI પણ આપી રહી છે કંપની",Tech,Tech
"લગ્ન બાદ પાણીની અંદર પત્ની સંગ આમ જોવા મળ્યો મિલિંદ, તસવીરો થઇ Viral",Entertainment,Entertainment
"પેટ્રોલ ડિઝલ બાદ હવે વિજળી પણ થશે મોંઘી, આ કારણે વધી શકે છે ભાવ",Business,Business
આધાર કાર્ડનો નથી થયોને ખોટી રીતે ઉપયોગ? જાણી લો તમામ માહિતી,Tech,Business
"જેનિફરે શેર કર્યુ લેટેસ્ટ ફોટોશૂટ, ફેન્સ થયા દિવાના",Entertainment,Entertainment
"કયા સિંગરે પ્રિયંકાને પૂછી લીધું, 'મુજશે શાદી કરોગી?'",Entertainment,Entertainment
